AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.06,1966712.28,1228815.94,413931.34,11424.24,312540.76,308421.89,2567.1,1551.77,conventional,2015,Plains
1.03,2105831.09,1319397.29,424405.51,12270.69,349757.6,344545.73,3874.51,1337.36,conventional,2015,Plains
1.01,2333238.9,1485535.26,508885.83,17406.31,321411.5,311074.95,6744.66,3591.89,conventional,2015,Plains
1.13,1787071.74,1022915.7,447514.72,23878.2,292763.12,278730.74,6240.25,7792.13,conventional,2015,Plains
1.12,1801956.87,1055547.01,433296.82,33180.04,279933.0,272779.43,5725.48,1428.09,conventional,2015,Plains
0.97,2160085.64,1423163.45,471484.38,12343.11,253094.7,246327.83,5726.34,1040.53,conventional,2015,Plains
1.13,1668243.39,898263.98,437183.58,11645.81,321150.02,305406.51,9584.33,6159.18,conventional,2015,Plains
1.08,1657404.68,912075.07,441015.24,10085.33,294229.04,286268.48,6846.07,1114.49,conventional,2015,Plains
1.09,1651115.09,885071.63,450192.76,11548.82,304301.88,293708.39,9411.9,1181.59,conventional,2015,Plains
1.1,1590080.35,839457.23,435373.81,10344.37,304904.94,300231.39,3729.66,943.89,conventional,2015,Plains
1.11,1531085.64,838161.13,412581.04,9283.84,271059.63,269498.52,734.29,826.82,conventional,2015,Plains
1.09,1619341.49,854129.32,460986.95,11417.67,292807.55,291293.85,540.74,972.96,conventional,2015,Plains
1.08,1547969.24,818736.11,430679.66,20287.44,278266.03,276280.33,860.21,1125.49,conventional,2015,Plains
1.05,1507821.92,847328.77,409541.36,17649.52,233302.27,231591.27,844.44,866.56,conventional,2015,Plains
0.98,1794543.77,1077511.79,490403.56,12488.08,214140.34,212347.25,690.66,1102.43,conventional,2015,Plains
0.92,2561325.42,1383259.28,926444.37,13768.85,237852.92,235274.47,1245.73,1332.72,conventional,2015,Plains
1.08,1510836.96,841332.54,454162.3,14022.68,201319.44,198193.38,1929.49,1196.57,conventional,2015,Plains
1.02,1674945.55,966515.75,485150.34,14504.7,208774.76,206579.02,1074.3,1121.44,conventional,2015,Plains
1.09,1402841.83,737363.86,448207.79,10009.45,207260.73,205299.64,954.59,1006.5,conventional,2015,Plains
1.01,1683795.3,1027842.3,466641.12,10476.89,178834.99,177360.2,440.57,1034.22,conventional,2015,Plains
0.81,4831664.77,2295315.43,1290847.05,392846.12,852656.17,663310.0,105317.59,84028.58,conventional,2015,SouthCentral
0.81,4565207.85,2166801.03,1226508.86,412828.75,759069.21,555356.92,95639.5,108072.79,conventional,2015,SouthCentral
0.78,4869309.42,2366879.8,1559601.21,271514.98,671313.43,554563.94,115546.32,1203.17,conventional,2015,SouthCentral
0.76,4938526.47,2271088.12,1989750.87,38648.11,639039.37,496732.56,141970.0,336.81,conventional,2015,SouthCentral
0.82,3969578.89,2105670.46,1234911.39,27985.18,601011.86,505843.61,95136.58,31.67,conventional,2015,SouthCentral
0.8,4347510.51,2187382.97,1451468.73,39736.75,668922.06,550979.27,117935.74,7.05,conventional,2015,SouthCentral
0.76,4943687.09,2762021.24,1375460.43,39019.73,767185.69,600933.14,166200.1,52.45,conventional,2015,SouthCentral
0.8,4864814.01,2470146.6,1630407.36,115276.98,648983.07,485540.3,163125.93,316.84,conventional,2015,SouthCentral
0.81,5072550.94,2344879.12,1704035.46,363472.91,660163.45,478366.44,181455.77,341.24,conventional,2015,SouthCentral
0.86,4912068.04,2542914.87,1537781.45,247539.31,583832.41,475267.2,108231.39,333.82,conventional,2015,SouthCentral
0.87,4687705.56,2488221.2,1352548.07,274013.56,572922.73,489000.2,83782.52,140.01,conventional,2015,SouthCentral
0.83,5236047.86,2351606.01,1833545.05,426600.81,624295.99,504922.39,119235.17,138.43,conventional,2015,SouthCentral
0.84,5201535.32,2257194.22,2067870.47,184770.84,691699.79,517821.64,173688.06,190.09,conventional,2015,SouthCentral
0.87,4987381.36,2252044.96,2042360.56,83993.99,608981.85,480873.02,128033.07,75.76,conventional,2015,SouthCentral
0.83,5211738.31,2453284.69,2117631.84,39835.27,600986.51,478669.38,122302.71,14.42,conventional,2015,SouthCentral
0.88,5761848.67,2608997.38,2390282.14,34341.44,728227.71,533040.93,195143.56,43.22,conventional,2015,SouthCentral
0.86,5979528.24,2897999.07,2322076.97,36318.54,723133.66,571900.3,151197.44,35.92,conventional,2015,SouthCentral
0.87,5200252.65,3171393.1,1387819.83,28997.59,612042.13,535065.38,76947.64,29.11,conventional,2015,SouthCentral
0.89,5235579.44,3058909.34,1546628.56,30815.55,599225.99,513745.16,85422.36,58.47,conventional,2015,SouthCentral
0.89,5409823.02,3273624.13,1474652.79,35283.63,626262.47,536381.17,89808.28,73.02,conventional,2015,SouthCentral
0.89,5353393.56,3096265.87,1600371.62,40173.44,616582.63,529408.18,87160.21,14.24,conventional,2015,SouthCentral
0.9,5142335.64,3276776.23,1254704.28,24749.12,586106.01,492930.71,93162.67,12.63,conventional,2015,SouthCentral
0.81,5822521.79,3166737.18,1982138.27,32905.16,640741.18,511308.6,129425.5,7.08,conventional,2015,SouthCentral
0.83,5703940.56,3141801.51,1766900.01,28797.39,766441.65,589126.53,177294.71,20.41,conventional,2015,SouthCentral
0.82,5544366.95,3318843.01,1523777.99,33415.56,668330.39,547333.33,119640.03,1357.03,conventional,2015,SouthCentral
0.83,6380287.71,3835278.13,1639735.99,47955.04,857318.55,754238.62,103046.99,32.94,conventional,2015,SouthCentral
0.77,6024103.65,3656335.59,1416248.77,81756.0,869763.29,678138.24,191572.72,52.33,conventional,2015,SouthCentral
0.79,6153608.75,3460014.16,1739133.4,97002.67,857458.52,683943.14,173497.82,17.56,conventional,2015,SouthCentral
0.69,7281803.61,4668964.65,1660109.04,77844.97,874884.95,716742.3,158100.12,42.53,conventional,2015,SouthCentral
0.75,6234006.44,3870043.62,1479527.4,106106.86,778328.56,662252.69,116061.84,14.03,conventional,2015,SouthCentral
0.74,6349957.65,4136440.91,1501302.47,34073.41,678140.86,530629.47,147483.35,28.04,conventional,2015,SouthCentral
0.83,5903596.18,3794422.74,1434383.77,38143.15,636646.52,545155.31,91459.59,31.62,conventional,2015,SouthCentral
0.79,5831782.44,3979432.32,1202270.23,33292.23,616787.66,528432.48,88337.6,17.58,conventional,2015,SouthCentral
0.79,6400340.97,3969053.76,1709201.45,36330.84,685754.92,533597.59,152122.11,35.22,conventional,2015,SouthCentral
0.78,6558729.33,3520801.33,2265493.71,58510.13,713924.16,546260.44,166650.78,1012.94,conventional,2015,SouthCentral
0.83,5578980.69,3637682.35,1248422.73,73076.91,619798.7,519975.08,99430.45,393.17,conventional,2015,SouthCentral
0.82,5593885.09,3657278.94,1183497.85,114923.71,638184.59,538970.63,99203.37,10.59,conventional,2015,SouthCentral
0.8,5930072.71,3851189.34,1385674.25,102729.01,590480.11,536034.76,54424.19,21.16,conventional,2015,SouthCentral
0.83,6368728.85,3676642.17,1856953.2,104285.22,730848.26,670637.73,58681.56,1528.97,conventional,2015,SouthCentral
0.82,5713017.35,3091049.63,1836365.62,89374.2,696227.9,633029.23,63160.07,38.6,conventional,2015,SouthCentral
0.76,6008817.9,3785376.16,1476714.1,81039.5,665688.14,540561.2,125103.19,23.75,conventional,2015,SouthCentral
0.79,5703759.21,3290881.46,1644220.11,115290.48,653367.16,522678.26,130674.88,14.02,conventional,2015,SouthCentral
0.8,5864999.81,3215935.34,1855972.27,79560.0,713532.2,537992.32,175511.51,28.37,conventional,2015,SouthCentral
0.87,5314431.93,2944928.22,1629785.85,90167.62,649550.24,518799.05,130726.85,24.34,conventional,2015,SouthCentral
0.85,5208272.73,3077730.66,1408136.41,81708.29,640697.37,529675.01,111022.36,0.0,conventional,2015,SouthCentral
0.8,5204971.91,3046997.7,1421557.06,93961.98,642455.17,540023.82,102417.63,13.72,conventional,2015,SouthCentral
0.73,5900232.15,3323430.66,1927404.12,75885.05,573512.32,518539.89,54886.55,85.88,conventional,2015,SouthCentral
0.71,6934356.31,3776936.71,2348980.01,161845.27,646594.32,519847.64,126683.42,63.26,conventional,2015,SouthCentral
0.81,5142259.93,3205533.39,1298842.9,68870.69,569012.95,476249.64,92763.31,0.0,conventional,2015,SouthCentral
0.79,5322625.57,2839359.92,1782045.18,146481.44,554739.03,497106.16,57607.18,25.69,conventional,2015,SouthCentral
0.8,5409726.02,2973367.52,1717171.24,88373.78,630813.48,533599.2,97164.07,50.21,conventional,2015,SouthCentral
0.77,5144267.01,2745009.1,1755142.21,73432.89,570682.81,442217.85,128451.37,13.59,conventional,2015,SouthCentral
0.98,3024956.05,2045752.24,275823.43,13994.48,689385.9,425319.18,264039.61,27.11,conventional,2015,Southeast
1.12,2206305.07,1449139.49,211595.53,10520.4,535049.65,399343.68,135633.67,72.3,conventional,2015,Southeast
0.96,3042588.2,2127600.06,303892.09,12361.35,598734.7,326312.25,272310.91,111.54,conventional,2015,Southeast
1.13,2205550.58,1520190.48,248205.38,15672.86,421481.86,275520.16,145934.58,27.12,conventional,2015,Southeast
0.97,2615828.04,1797110.09,273706.42,12260.75,532750.78,280568.93,252139.55,42.3,conventional,2015,Southeast
0.98,2667551.84,1799501.02,285065.9,13736.85,569248.07,319821.73,249396.08,30.26,conventional,2015,Southeast
1.16,2242688.2,1455202.28,294620.08,20815.34,472050.5,313845.53,158186.8,18.17,conventional,2015,Southeast
1.16,2197763.7,1420318.78,298081.99,25682.97,453679.96,309652.75,143978.69,48.52,conventional,2015,Southeast
0.98,3227049.19,2058754.3,472310.67,31277.37,664706.85,353188.52,311503.15,15.18,conventional,2015,Southeast
1.16,2211716.76,1278660.6,393459.25,28828.13,510768.78,329672.2,181063.12,33.46,conventional,2015,Southeast
1.15,2274638.59,1274185.16,426237.27,28371.94,545844.22,355763.19,190038.31,42.72,conventional,2015,Southeast
0.97,3179824.67,1810141.55,579736.64,34930.57,755015.91,356707.71,398280.71,27.49,conventional,2015,Southeast
0.98,3259659.28,1909901.24,591640.18,25995.26,732122.6,340717.96,391377.16,27.48,conventional,2015,Southeast
1.17,2314057.46,1266450.71,519006.76,33834.37,494765.62,307494.33,187252.98,18.31,conventional,2015,Southeast
0.96,3496412.09,2000380.63,663554.32,27931.94,804545.2,382666.89,421701.4,176.91,conventional,2015,Southeast
1.15,2486654.71,1317283.12,534412.71,26776.37,608182.51,397112.08,211033.9,36.53,conventional,2015,Southeast
0.97,3750714.49,2175323.4,650270.11,43507.27,881613.71,472040.07,409430.79,142.85,conventional,2015,Southeast
1.19,2544630.5,1422797.76,464251.81,31618.81,625962.12,489650.49,136184.25,127.38,conventional,2015,Southeast
1.16,2580705.47,1423075.89,477975.75,35514.75,644139.08,520131.23,123968.56,39.29,conventional,2015,Southeast
1.16,2766391.11,1615209.93,431016.1,55158.31,665006.77,529013.85,135887.51,105.41,conventional,2015,Southeast
1.0,3804851.11,2430272.64,498991.43,79631.92,795955.12,525549.82,270162.46,242.84,conventional,2015,Southeast
1.18,2674633.13,1539272.45,430133.96,81144.7,624082.02,502278.3,121708.26,95.46,conventional,2015,Southeast
1.15,2742949.66,1615660.84,424560.81,78530.49,624197.52,515493.85,108703.67,0.0,conventional,2015,Southeast
0.99,3810950.39,2507726.2,515358.68,77561.44,710304.07,471729.89,238574.18,0.0,conventional,2015,Southeast
1.17,2748745.96,1578243.11,467848.98,72897.71,629756.16,501415.01,127742.54,598.61,conventional,2015,Southeast
0.99,4295280.16,2713600.49,592279.23,97111.62,892288.82,621425.86,270807.26,55.7,conventional,2015,Southeast
1.14,3026048.11,1721633.23,464034.18,59679.47,780701.23,648105.94,132335.36,259.93,conventional,2015,Southeast
0.97,4019384.71,2602623.94,462243.35,62634.6,891882.82,619129.21,272640.03,113.58,conventional,2015,Southeast
1.15,3021825.81,1910736.86,315079.1,46585.63,749424.22,611440.68,137878.92,104.62,conventional,2015,Southeast
0.99,4003121.77,2862823.58,294519.59,26236.45,819542.15,551432.71,268100.73,8.71,conventional,2015,Southeast
1.17,2884507.74,2048880.09,206982.3,25671.13,602974.22,473339.3,129597.25,37.67,conventional,2015,Southeast
1.0,4298514.96,3209533.78,311176.56,30510.18,747294.44,457338.88,289932.34,23.22,conventional,2015,Southeast
1.15,2936173.63,2098271.46,211868.36,26127.7,599906.11,470992.66,128913.45,0.0,conventional,2015,Southeast
1.17,2963777.8,2167781.63,212422.04,24440.63,559133.5,437055.69,122077.81,0.0,conventional,2015,Southeast
0.97,4986270.76,3682277.46,383803.95,40064.12,880125.23,496136.95,382606.34,1381.94,conventional,2015,Southeast
1.16,3011225.49,2170188.85,220781.47,23844.72,596410.45,461692.75,133263.53,1454.17,conventional,2015,Southeast
1.14,2857156.51,2014443.63,214218.14,23684.96,604809.78,455795.5,149014.28,0.0,conventional,2015,Southeast
1.0,3781504.91,2801179.62,292733.49,23471.11,664120.69,371569.32,292551.37,0.0,conventional,2015,Southeast
1.08,3140456.17,2257669.21,252737.98,26137.34,603911.64,387483.75,215544.56,883.33,conventional,2015,Southeast
1.16,2558925.23,1804282.66,205041.11,23224.7,526376.76,379305.43,147071.33,0.0,conventional,2015,Southeast
0.98,3867453.83,2823708.05,299770.04,21570.5,722405.24,447949.27,274435.21,20.76,conventional,2015,Southeast
1.21,2602341.55,1865220.72,211822.87,25792.72,499505.24,375572.97,123875.82,56.45,conventional,2015,Southeast
1.18,2642581.73,1894002.38,199317.95,20683.77,528577.63,413603.79,114973.84,0.0,conventional,2015,Southeast
1.01,3633174.13,2682065.6,281502.89,19429.67,650175.97,396512.64,253660.35,2.98,conventional,2015,Southeast
1.11,2796195.76,1960713.06,236520.37,34466.49,564495.84,437763.9,126731.94,0.0,conventional,2015,Southeast
1.16,2558563.78,1820564.15,219336.78,21706.04,496956.81,295183.36,201773.45,0.0,conventional,2015,Southeast
1.11,2573973.63,1871661.73,226039.73,18310.04,457962.13,272767.32,185194.81,0.0,conventional,2015,Southeast
0.93,4924049.79,3656338.95,451194.73,40258.76,776257.35,359145.48,417111.87,0.0,conventional,2015,Southeast
1.15,2778000.82,1990978.47,266024.34,18600.92,502397.09,281141.42,221255.67,0.0,conventional,2015,Southeast
1.19,2595783.66,1815847.03,273695.84,22004.31,484236.48,258541.9,225694.58,0.0,conventional,2015,Southeast
1.18,2433295.61,1667012.92,269027.02,21918.53,475337.14,260164.0,215173.14,0.0,conventional,2015,Southeast
0.98,3204112.16,2296069.27,320373.63,18938.42,568730.84,287820.14,280910.7,0.0,conventional,2015,Southeast
0.83,5291979.63,2038443.68,1717599.45,125254.82,1410681.68,838267.79,567269.76,5144.13,conventional,2015,West
0.88,4737649.03,2017331.24,1314711.0,130849.6,1274757.19,843691.13,417746.45,13319.61,conventional,2015,West
0.85,4899439.92,1798995.46,1596329.01,134101.62,1370013.83,851506.76,517936.19,570.88,conventional,2015,West
0.75,6202513.84,2097720.52,2051392.83,107568.34,1945832.15,1360760.83,582846.33,2224.99,conventional,2015,West
0.99,3719603.21,1461861.54,1216811.0,104219.76,936710.91,688674.0,247318.15,718.76,conventional,2015,West
0.92,4481990.34,1549012.12,1588339.47,118170.98,1226467.77,730580.48,494585.14,1302.15,conventional,2015,West
0.83,5972493.77,1996852.58,2060439.93,122763.34,1792437.92,1080985.7,699956.7,11495.52,conventional,2015,West
0.88,5094837.54,2204338.57,1668416.99,107753.58,1114328.4,770544.02,341544.79,2239.59,conventional,2015,West
0.9,5024858.14,1815066.15,1937479.91,132883.59,1139428.49,717110.41,421675.08,643.0,conventional,2015,West
0.95,4945835.54,1574344.01,1990844.8,134572.92,1246073.81,823727.52,420764.79,1581.5,conventional,2015,West
0.89,5413532.64,2012887.19,2170792.82,110348.57,1119504.06,689893.69,429405.37,205.0,conventional,2015,West
0.91,5534450.99,1287965.79,2714363.53,178042.28,1354079.39,947888.97,402360.11,3830.31,conventional,2015,West
1.0,4895485.63,1369449.86,2378441.26,179192.02,968402.49,630337.33,336994.14,1071.02,conventional,2015,West
0.97,4792868.29,1601971.34,2116029.65,98925.79,975941.51,669128.89,306758.91,53.71,conventional,2015,West
0.92,5596091.03,1552161.89,2825876.79,124207.93,1093844.42,751408.06,342166.04,270.32,conventional,2015,West
0.92,5811260.29,2194373.38,2317428.16,136996.39,1162462.36,733843.93,428556.23,62.2,conventional,2015,West
0.93,5900751.95,2682938.17,2086229.79,124722.73,1006861.26,696240.23,310568.88,52.15,conventional,2015,West
1.03,5138256.91,2163511.05,1986059.01,124657.84,864029.01,624782.63,239195.91,50.47,conventional,2015,West
1.04,5197578.46,2160130.08,2054710.68,107786.51,874951.19,709163.29,165723.93,63.97,conventional,2015,West
0.98,5718139.41,2640927.73,2027603.38,123334.73,926273.57,685992.88,240262.17,18.52,conventional,2015,West
1.01,5531488.2,2368531.2,2068854.19,135407.7,958695.11,667604.38,291065.47,25.26,conventional,2015,West
1.02,5451040.76,2470116.49,1962853.58,120434.79,897635.9,643461.37,254166.11,8.42,conventional,2015,West
1.07,5126588.84,2293111.63,1776143.49,146112.77,911220.95,645013.13,266207.82,0.0,conventional,2015,West
1.04,5525298.95,2337242.49,2065939.21,113523.76,1008593.49,665157.51,343389.61,46.37,conventional,2015,West
1.01,5791508.96,2688406.31,1950436.22,133097.0,1019569.43,731843.74,286270.91,1454.78,conventional,2015,West
0.98,6749081.2,3328637.8,2304907.45,155862.52,959673.43,767183.44,192422.82,67.17,conventional,2015,West
1.03,5617752.22,2686203.38,1907834.16,123261.81,900452.87,719727.54,180618.1,107.23,conventional,2015,West
0.93,6478952.08,3062753.54,2299962.02,138621.26,977615.26,807805.78,167640.78,2168.7,conventional,2015,West
0.92,6760001.68,3239258.39,2416002.43,112965.22,991775.64,776961.13,214729.56,84.95,conventional,2015,West
0.92,6669221.29,3451592.61,2145071.52,119829.5,952727.66,683695.78,269005.35,26.53,conventional,2015,West
0.93,5874982.36,3094129.71,1835735.0,129139.05,815978.6,665541.84,150400.52,36.24,conventional,2015,West
0.93,6139159.81,3206247.81,2036656.12,120398.95,775856.93,678849.33,96785.62,221.98,conventional,2015,West
0.98,5338992.15,2786200.82,1654563.98,108561.0,789666.35,608751.49,180702.04,212.82,conventional,2015,West
0.94,6323724.8,3050014.63,2260890.88,115290.95,897528.34,678316.72,218968.93,242.69,conventional,2015,West
0.89,6937095.53,3115937.71,2917083.83,104932.26,799141.73,611906.54,186891.82,343.37,conventional,2015,West
0.9,6013312.36,3163353.08,2021745.62,79259.0,748954.66,614556.77,133326.4,1071.49,conventional,2015,West
0.88,6612422.28,3118686.39,2557271.66,87250.83,849213.4,608287.23,240723.48,202.69,conventional,2015,West
0.98,5609471.36,2561865.42,2267855.21,103110.58,676640.15,469624.9,206981.28,33.97,conventional,2015,West
0.95,5929718.67,3132031.4,2022524.08,93055.21,682107.98,544939.22,135414.81,1753.95,conventional,2015,West
0.93,5719898.26,2978534.92,2012384.12,89701.26,639277.96,508576.86,130691.45,9.65,conventional,2015,West
0.99,5368331.44,2511453.54,2163704.41,101626.05,591547.44,515038.9,76495.68,12.86,conventional,2015,West
0.94,5572582.45,3034104.48,1829868.35,85831.16,622778.46,535269.21,87496.38,12.87,conventional,2015,West
0.99,5382693.51,2541409.9,2120111.56,98092.96,623079.09,524272.88,98774.76,31.45,conventional,2015,West
0.95,5840742.83,2221447.89,2822864.41,110088.02,686342.51,590705.71,95603.25,33.55,conventional,2015,West
0.95,5939402.98,2444851.21,2650986.14,79181.93,764383.7,587462.99,176871.66,49.05,conventional,2015,West
